1;1;22;22;22;19;18;14;49.895.756;17.775.994;527.092;0.771761;0.018632;0.006864;0.003923;0.003923;0.486903;0.100025;1;0
1;1;24;24;22;18;16;13;57.709.936;23.799.994;3.325.423;0.234185;0.003903;0.003903;0.003903;0.003903;0.520908;0.144414;0;0
1;1;62;60;59;54;47;33;55.831.441;27.993.933;12.687.485;4.852.282;1.393.889;0.373252;0.041817;0.007744;0.530904;0.128548;0;1
1;1;55;53;53;50;43;31;40.467.228;18.445.954;9.118.901;3.079.428;0.840261;0.272434;0.007653;0.001531;0.483284;0.11479;0;0
1;1;44;44;44;41;39;27;18.026.254;8.570.709;0.410381;0;0;0;0;0;0.475935;0.123572;0;1
1;1;44;43;41;41;37;29;283.564;6.935.636;2.305.771;0.323724;0;0;0;0;0.502831;0.126741;0;1
1;0;29;29;29;27;25;16;15.448.398;9.113.819;1.633.493;0;0;0;0;0;0.541743;0.139575;0;1
1;1;6;6;6;6;2;1;20.679.649;9.497.786;122.366;0.150382;0;0;0;0;0.576318;0.071071;1;0
1;1;22;21;18;15;13;10;66.691.933;23.545.543;6.151.117;0.496372;0;0;0;0;0.500073;0.116793;0;1
1;1;79;75;73;71;64;47;22.141.784;10.054.384;0.874633;0.09978;0.023386;0;0;0;0.560959;0.109134;0;1
1;1;45;45;45;43;40;32;84.358.401;50.977.459;17.293.722;1.974.419;0;0;0;0;0.546008;0.112378;0;0
1;0;25;25;25;23;22;18;22.480.047;13.949.995;0.436232;0.116119;0;0;0;0;0.551682;0.139657;1;0
1;1;70;69;65;63;63;50;105.601;3.108.358;0.625511;0.287959;0.103985;0.004799;0;0;0.534396;0.089587;0;1
1;1;48;43;39;32;27;18;23.012.798;6.737.583;2.403.903;0.189235;0.011437;0;0;0;0.501554;0.138287;1;1
1;1;94;93;92;89;86;77;8.610.822;1.981.319;0.401183;0.066095;0;0;0;0;0.541277;0.124505;0;0
1;1;20;18;16;15;13;9;65.113.664;33.124.797;8.785.379;0.673542;0.051811;0.002933;0.000978;0.000978;0.569458;0.089936;1;0
1;1;105;95;81;66;46;32;123.053.484;7.057.101;37.409.891;19.937.253;14.786.668;6.114.911;234.574;1.002.243;0.524461;0.134247;1;1
1;1;25;25;24;23;22;19;1.703.406;9.976.938;1.067.243;0.484829;0.46779;0.306697;0.188975;0.130114;0.552002;0.108428;0;0
1;1;64;64;63;58;55;40;19.673.459;6.064.866;0.907342;0.080105;0;0;0;0;0.551182;0.098591;0;0
1;0;46;41;39;32;23;15;115.533.777;21.293.312;9.665.742;2.276.676;0.329396;0.186;0.118458;0.071698;0.540472;0.104949;1;1
1;1;37;37;37;34;31;23;61.357.614;35.165.912;8.114.027;1.204.871;0.178499;0.010772;0;0;0.478189;0.110793;0;0
1;1;19;17;15;12;12;7;179.703.958;34.678.202;13.018.953;1.045.157;0.023003;0.005001;0.002;0;0.470425;0.094014;1;1
1;0;37;34;31;30;28;24;8.818.234;3.161.544;1.900.918;1.524.727;129.287;0.165831;0;0;0.538223;0.09827;0;1
1;1;10;10;9;9;9;6;72.938.941;20.285.362;9.793.215;0.916265;0.040814;0;0;0;0.528929;0.108156;1;0
1;1;5;5;5;5;4;3;133.054.234;6.890.885;2.718.365;0.169898;0.01794;0.011608;0.003166;0.001055;0.588627;0.109748;1;1
1;1;40;38;33;25;20;12;73.082.699;23.121.256;13.093.588;5.437.382;3.845.287;2.028.783;0.518568;0.10715;0.527112;0.105129;1;1
1;1;55;53;51;47;39;26;71.337.302;39.430.203;21.117.569;3.956.318;0.636703;0.032852;0;0;0.540769;0.117329;0;0
1;1;99;98;68;53;42;27;29.806.851;50.269.654;33.693.698;1.098.918;6.124.441;1.748.958;0.358444;0.181282;0.556481;0.117421;1;1
1;1;45;45;45;43;37;24;35.173.512;15.421.144;5.206.171;1.491.918;0.371425;0.017095;0;0;0.543355;0.11811;0;0
1;1;103;89;83;71;60;38;11.025.085;3.762.343;0.015592;0.010914;0.003118;0.003118;0.001559;0.001559;0.488566;0.134091;0;1
1;1;12;12;11;11;10;8;31.303.995;2.021.039;0.310613;0.008228;0;0;0;0;0.566789;0.096681;1;0
1;1;42;38;38;37;35;32;12.494.963;442.648;0.588359;0;0;0;0;0;0.561081;0.099592;0;1
1;1;107;98;77;63;47;28;199.429.033;4.482.088;25.534.925;7.708.971;0.242466;0.011447;0.003122;0.002081;0.49131;0.138403;1;1
1;1;9;9;9;9;8;5;196.172.269;36.529.744;18.431.154;3.606.006;0.05935;0;0;0;0.5215;0.108467;0;0
1;1;64;64;62;53;50;31;30.775.909;1.445.127;3.074.836;0.932093;0.156114;0.071935;0;0;0.471605;0.099484;0;1
1;0;30;30;30;29;27;21;516.331;0.846716;0.003019;0;0;0;0;0;0.498254;0.125272;0;0
1;1;2;2;2;2;2;1;47.930.183;6.587.595;1.470.575;0.198559;0.002068;0;0;0;0.519195;0.114792;1;1
1;1;72;68;67;62;54;38;2.533.878;10.490.842;3.395;0.321211;0.061476;0.001537;0;0;0.490344;0.115267;0;1
1;1;43;42;42;39;37;27;39.211.044;18.275.524;3.939.161;0.584198;0.018209;0.009104;0.00607;0.004552;0.47098;0.121392;0;0
1;0;16;16;16;13;10;8;45.545.822;22.493.089;4.828.992;1.672.169;0.433024;0.263874;0.029964;0.010632;0.510826;0.123721;0;1
1;1;76;74;72;72;66;42;23.311.611;7.943.621;2.067.625;0.273702;0.139197;0.059432;0;0;0.533349;0.092277;0;1
1;1;5;5;5;5;4;2;69.552.393;3.166.465;13.057.079;0.734306;0;0;0;0;0.502259;0.109015;0;0
1;1;44;43;42;41;39;27;173.757.198;38.295.535;21.430.906;854.797;3.135.307;1.043;0.17138;0.080959;0.520223;0.114604;1;1
1;1;13;12;11;9;8;6;2.126.707;0.337744;0;0;0;0;0;0;0.493133;0.135714;0;0
1;1;4;4;4;4;4;4;78.557.051;20.402.173;5.151.197;0.346308;0.034114;0;0;0;0.506806;0.114747;1;0
1;1;37;35;34;30;28;22;20.993.883;11.376.063;0.981876;0.025879;0;0;0;0;0.520133;0.123305;0;1
1;1;64;62;60;58;51;43;42.140.207;20.794.294;7.617.959;0.695383;0.137514;0;0;0;0.485808;0.087509;0;1
1;1;7;7;7;7;7;4;37.238.886;17.444.478;2.888.475;0.078299;0.034375;0.008594;0.005729;0.003819;0.499921;0.148959;0;0
1;1;42;42;37;36;35;26;79.513.425;58.724.897;2.791.295;0.420079;0.216964;0.167724;0.144643;0;0.558575;0.166185;0;1
1;1;15;15;14;12;10;9;70.413.923;40.163.401;11.161.267;1.598.323;0.317158;0.011568;0.005784;0.000964;0.424173;0.120501;1;0
1;1;22;22;20;19;16;13;7.666.737;2.188.929;0.161388;0;0;0;0;0;0.528319;0.159822;0;0
1;1;33;33;33;32;32;31;4.645.313;0.233589;0.003115;0;0;0;0;0;0.515357;0.099665;1;1
1;1;19;19;18;16;12;11;32.664.999;13.682.969;4.325.823;0.413333;0.107486;0.04104;0.003909;0.003909;0.505168;0.104555;0;0
1;1;12;12;12;12;10;7;60.619.638;25.412.079;4.447.385;0.420792;0.011826;0;0;0;0.507336;0.115299;1;0
1;1;49;48;45;40;37;26;26.347.993;13.666.809;2.556.415;0.192468;0;0;0;0;0.557765;0.113308;0;1
1;1;107;97;89;73;61;39;46.898.288;26.625.319;11.290.695;8.119.854;5.258.325;3.758.994;2.169.764;1.330.199;0.511867;0.097517;0;1
1;1;22;19;19;15;12;9;70.192.324;24.971.335;4.403.699;0.713671;0.394666;0.207558;0.089976;0.039876;0.518668;0.098155;1;1
1;1;15;15;14;14;11;9;120.037.514;5.514.125;9.176.269;1.020.974;0.007691;0.004807;0.004807;0.003845;0.514624;0.085562;0;0
1;1;56;55;46;41;37;28;6.960.789;2.747.318;1.544.124;0.631409;0.201806;0.160528;0.133009;0.11772;0.522871;0.102432;1;1
